,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
20190628,300782.SZ,300779.SZ,300776.SZ,300594.SZ,000661.SZ,600009.SH,300778.SZ,603283.SH,603738.SH,603867.SH,300748.SZ,300747.SZ,600519.SH,603508.SH,603863.SH,601888.SH,300631.SZ,002869.SZ,300648.SZ,300769.SZ,603833.SH,000596.SZ,601799.SH,603127.SH,603903.SH,300220.SZ,300755.SZ,002916.SZ,601330.SH,300523.SZ,300628.SZ,603027.SH,002410.SZ,002463.SZ,603797.SH,603679.SH,601698.SH,600259.SH,603648.SH,300140.SZ,600528.SH,300275.SZ,600809.SH,600363.SH,300243.SZ,002908.SZ,603939.SH,603590.SH,603226.SH,300552.SZ
20190701,600519.SH,603444.SH,603160.SH,000661.SZ,300782.SZ,300628.SZ,002304.SZ,000858.SZ,300776.SZ,603383.SH,002916.SZ,300760.SZ,300725.SZ,300747.SZ,300779.SZ,300769.SZ,300573.SZ,300751.SZ,000596.SZ,603986.SH,603259.SH,300594.SZ,300454.SZ,603317.SH,603068.SH,300033.SZ,300773.SZ,603233.SH,002956.SZ,300226.SZ,002869.SZ,300768.SZ,000651.SZ,002912.SZ,603288.SH,603019.SH,300567.SZ,600779.SH,300220.SZ,000860.SZ,601318.SH,002821.SZ,300770.SZ,002955.SZ,300676.SZ,002008.SZ,603267.SH,300552.SZ,002952.SZ,601336.SH
20190702,300782.SZ,300760.SZ,300618.SZ,300638.SZ,002304.SZ,300630.SZ,603259.SH,300653.SZ,300454.SZ,300572.SZ,002955.SZ,300601.SZ,603833.SH,603882.SH,603867.SH,300738.SZ,300545.SZ,603863.SH,300529.SZ,300347.SZ,300516.SZ,002915.SZ,002812.SZ,300648.SZ,603711.SH,600990.SH,600763.SH,300543.SZ,002714.SZ,000858.SZ,600276.SH,300709.SZ,002858.SZ,603197.SH,600150.SH,300595.SZ,300590.SZ,300747.SZ,603363.SH,300661.SZ,300751.SZ,300565.SZ,300685.SZ,603666.SH,300526.SZ,002466.SZ,300759.SZ,300731.SZ,603590.SH,002653.SZ
20190703,300782.SZ,300689.SZ,300573.SZ,603867.SH,300516.SZ,002956.SZ,300618.SZ,002234.SZ,600150.SH,002933.SZ,603200.SH,600685.SH,601155.SH,002852.SZ,600072.SH,600547.SH,300673.SZ,300738.SZ,603986.SH,300437.SZ,300527.SZ,603177.SH,300436.SZ,300385.SZ,600764.SH,600482.SH,603185.SH,603379.SH,603305.SH,601606.SH,603536.SH,002731.SZ,002791.SZ,300545.SZ,002237.SZ,300119.SZ,300644.SZ,002407.SZ,603978.SH,300190.SZ,603617.SH,002174.SZ,300716.SZ,300742.SZ,600463.SH,300691.SZ,000929.SZ,300220.SZ,300600.SZ,300394.SZ
20190704,300782.SZ,603444.SH,603068.SH,300776.SZ,300516.SZ,002931.SZ,603833.SH,300775.SZ,300768.SZ,603506.SH,002731.SZ,600593.SH,300723.SZ,300661.SZ,603508.SH,002887.SZ,002811.SZ,300454.SZ,603863.SH,000738.SZ,300527.SZ,603177.SH,603208.SH,300762.SZ,603986.SH,300676.SZ,300778.SZ,000889.SZ,300683.SZ,603505.SH,603797.SH,600486.SH,600213.SH,300462.SZ,600391.SH,002869.SZ,603698.SH,002798.SZ,002735.SZ,603817.SH,300777.SZ,300407.SZ,300552.SZ,300692.SZ,300667.SZ,002246.SZ,603217.SH,002860.SZ,300594.SZ,603348.SH
20190705,600519.SH,000661.SZ,300782.SZ,300776.SZ,300769.SZ,300751.SZ,000858.SZ,300788.SZ,603068.SH,300573.SZ,603267.SH,002869.SZ,603160.SH,603444.SH,300771.SZ,000568.SZ,300516.SZ,603288.SH,600809.SH,601888.SH,300552.SZ,300613.SZ,603739.SH,300436.SZ,000596.SZ,603379.SH,300601.SZ,002947.SZ,002812.SZ,600763.SH,002304.SZ,603363.SH,002860.SZ,603186.SH,300762.SZ,002714.SZ,002007.SZ,603589.SH,603659.SH,002731.SZ,300462.SZ,600436.SH,300765.SZ,300595.SZ,603939.SH,300498.SZ,300726.SZ,300629.SZ,002955.SZ,300709.SZ
20190708,300782.SZ,300573.SZ,603978.SH,002458.SZ,300454.SZ,300788.SZ,002862.SZ,002234.SZ,002714.SZ,002353.SZ,300691.SZ,300717.SZ,300554.SZ,002916.SZ,300692.SZ,300683.SZ,603867.SH,600083.SH,603031.SH,300552.SZ,300429.SZ,603882.SH,002645.SZ,002869.SZ,603922.SH,603363.SH,002793.SZ,002801.SZ,002100.SZ,603663.SH,603863.SH,002037.SZ,002860.SZ,300761.SZ,002887.SZ,002746.SZ,600072.SH,300233.SZ,002945.SZ,601698.SH,002299.SZ,002330.SZ,603283.SH,002370.SZ,002157.SZ,002947.SZ,603777.SH,002626.SZ,603908.SH,300748.SZ
20190709,300661.SZ,603508.SH,002955.SZ,300769.SZ,300771.SZ,300751.SZ,300689.SZ,002594.SZ,300748.SZ,603283.SH,300702.SZ,600763.SH,300788.SZ,000799.SZ,002915.SZ,300770.SZ,300618.SZ,300700.SZ,300750.SZ,300691.SZ,002865.SZ,300717.SZ,300554.SZ,002714.SZ,300613.SZ,603737.SH,000550.SZ,300567.SZ,603233.SH,000028.SZ,300545.SZ,600587.SH,300394.SZ,603180.SH,000869.SZ,002912.SZ,300073.SZ,300755.SZ,603267.SH,603978.SH,600083.SH,300458.SZ,603690.SH,601799.SH,002407.SZ,300570.SZ,600088.SH,300604.SZ,000999.SZ,300429.SZ
20190710,300782.SZ,300661.SZ,300769.SZ,600519.SH,603160.SH,000661.SZ,603986.SH,300709.SZ,300613.SZ,300760.SZ,600593.SH,300436.SZ,300598.SZ,601888.SH,300788.SZ,002902.SZ,300579.SZ,603068.SH,603579.SH,300554.SZ,002933.SZ,603738.SH,300653.SZ,002870.SZ,000596.SZ,603501.SH,603883.SH,300768.SZ,000568.SZ,002371.SZ,600391.SH,300550.SZ,603189.SH,300424.SZ,300751.SZ,300750.SZ,603683.SH,300537.SZ,300697.SZ,300726.SZ,002947.SZ,300596.SZ,300573.SZ,300585.SZ,300594.SZ,300161.SZ,300097.SZ,603638.SH,600196.SH,300721.SZ
20190711,300573.SZ,603508.SH,300788.SZ,300294.SZ,600593.SH,600547.SH,300554.SZ,002916.SZ,603283.SH,002821.SZ,300238.SZ,603939.SH,603360.SH,300538.SZ,603379.SH,300529.SZ,603833.SH,300766.SZ,300454.SZ,002953.SZ,000999.SZ,300628.SZ,300488.SZ,000503.SZ,002653.SZ,300753.SZ,300697.SZ,000963.SZ,603978.SH,002237.SZ,000004.SZ,600007.SH,002396.SZ,300661.SZ,300700.SZ,300602.SZ,603883.SH,603318.SH,000975.SZ,002395.SZ,300530.SZ,603383.SH,603301.SH,300679.SZ,603867.SH,600671.SH,600131.SH,603937.SH,603269.SH,603527.SH
20190712,300783.SZ,600519.SH,000661.SZ,603867.SH,300788.SZ,002304.SZ,300436.SZ,000596.SZ,002942.SZ,002915.SZ,002892.SZ,000568.SZ,300751.SZ,300595.SZ,300417.SZ,300743.SZ,300294.SZ,603806.SH,002870.SZ,000858.SZ,300526.SZ,300244.SZ,600009.SH,601336.SH,300236.SZ,601888.SH,603658.SH,600132.SH,603317.SH,603026.SH,300223.SZ,002880.SZ,603882.SH,601628.SH,603078.SH,601601.SH,600593.SH,300750.SZ,600161.SH,603787.SH,300726.SZ,601799.SH,601012.SH,603690.SH,600809.SH,002407.SZ,300545.SZ,603096.SH,002669.SZ,300755.SZ
20190715,300782.SZ,300785.SZ,300769.SZ,300661.SZ,300776.SZ,603986.SH,603068.SH,300613.SZ,603160.SH,300638.SZ,300454.SZ,300773.SZ,603383.SH,300616.SZ,600536.SH,002912.SZ,002869.SZ,300573.SZ,603501.SH,603833.SH,002714.SZ,300771.SZ,002371.SZ,300533.SZ,300226.SZ,300788.SZ,300558.SZ,600570.SH,300516.SZ,300033.SZ,002916.SZ,002915.SZ,300674.SZ,300571.SZ,300417.SZ,603039.SH,603096.SH,002947.SZ,300762.SZ,300783.SZ,603444.SH,002841.SZ,603267.SH,300770.SZ,300624.SZ,002850.SZ,300567.SZ,300576.SZ,002892.SZ,600150.SH
20190716,300782.SZ,603236.SH,002912.SZ,300785.SZ,300768.SZ,300533.SZ,300788.SZ,300436.SZ,603986.SH,300613.SZ,002915.SZ,300508.SZ,002916.SZ,300417.SZ,603096.SH,603360.SH,300762.SZ,300783.SZ,300706.SZ,603579.SH,600345.SH,300700.SZ,603222.SH,002870.SZ,002913.SZ,603787.SH,603338.SH,300191.SZ,300666.SZ,002395.SZ,603379.SH,603079.SH,603707.SH,600671.SH,603160.SH,603337.SH,300753.SZ,300567.SZ,300779.SZ,300755.SZ,000586.SZ,601155.SH,300480.SZ,300220.SZ,300518.SZ,300502.SZ,002741.SZ,601698.SH,603990.SH,603444.SH
20190717,300613.SZ,603236.SH,603068.SH,300785.SZ,300760.SZ,002952.SZ,300417.SZ,603501.SH,300676.SZ,002876.SZ,300783.SZ,300706.SZ,300761.SZ,300709.SZ,300576.SZ,300461.SZ,002179.SZ,603360.SH,300671.SZ,601155.SH,300191.SZ,002714.SZ,002458.SZ,300558.SZ,603617.SH,603713.SH,300223.SZ,300689.SZ,300308.SZ,300598.SZ,603982.SH,300596.SZ,300788.SZ,300655.SZ,600262.SH,002049.SZ,002396.SZ,300436.SZ,300537.SZ,300516.SZ,300142.SZ,300679.SZ,600389.SH,300429.SZ,300174.SZ,603629.SH,300549.SZ,300616.SZ,300398.SZ,002741.SZ
20190718,603236.SH,300785.SZ,300417.SZ,300783.SZ,300191.SZ,603127.SH,300655.SZ,300748.SZ,300554.SZ,603663.SH,002892.SZ,600259.SH,601698.SH,603283.SH,600371.SH,300328.SZ,601236.SH,300768.SZ,601012.SH,300346.SZ,603978.SH,300516.SZ,600593.SH,603160.SH,002119.SZ,300530.SZ,300691.SZ,002902.SZ,300718.SZ,002793.SZ,300462.SZ,603727.SH,002311.SZ,002201.SZ,600980.SH,603658.SH,000985.SZ,601601.SH,000529.SZ,300584.SZ,600359.SH,002841.SZ,002726.SZ,002057.SZ,002724.SZ,002716.SZ,002645.SZ,600469.SH,603345.SH,300717.SZ
20190719,600519.SH,603236.SH,300785.SZ,300567.SZ,603508.SH,300516.SZ,300783.SZ,300236.SZ,300529.SZ,300751.SZ,300575.SZ,600132.SH,603283.SH,300191.SZ,603368.SH,600547.SH,002120.SZ,300526.SZ,603256.SH,002304.SZ,002955.SZ,300766.SZ,300674.SZ,300648.SZ,002892.SZ,300613.SZ,300598.SZ,601318.SH,600612.SH,600809.SH,603960.SH,300488.SZ,600161.SH,002362.SZ,601336.SH,600848.SH,603516.SH,300776.SZ,603939.SH,300690.SZ,300546.SZ,002371.SZ,000975.SZ,603499.SH,603690.SH,002468.SZ,300583.SZ,300708.SZ,300624.SZ,002192.SZ
20190722,688019.SH,688016.SH,688018.SH,688029.SH,688012.SH,688008.SH,688020.SH,688122.SH,688088.SH,688011.SH,688333.SH,688001.SH,688066.SH,688002.SH,688028.SH,688388.SH,688006.SH,688022.SH,688010.SH,688005.SH,688003.SH,688015.SH,688007.SH,688033.SH,603236.SH,688009.SH,300785.SZ,300783.SZ,300630.SZ,603501.SH,300782.SZ,300191.SZ,601888.SH,002415.SZ,603659.SH,603866.SH,300708.SZ,000858.SZ,603871.SH,603338.SH,300661.SZ,300773.SZ,300657.SZ,600519.SH,603605.SH,603429.SH,300616.SZ,300679.SZ,002468.SZ,002594.SZ
20190723,688018.SH,300782.SZ,688029.SH,300786.SZ,603444.SH,603236.SH,300785.SZ,688010.SH,603986.SH,603160.SH,300783.SZ,002952.SZ,300661.SZ,300598.SZ,603605.SH,300558.SZ,600570.SH,300750.SZ,300773.SZ,300191.SZ,002901.SZ,603078.SH,300638.SZ,300573.SZ,300653.SZ,002841.SZ,688012.SH,300590.SZ,300543.SZ,300496.SZ,002916.SZ,002869.SZ,000538.SZ,002912.SZ,300450.SZ,300679.SZ,603501.SH,603039.SH,300776.SZ,300721.SZ,603738.SH,600566.SH,300651.SZ,002153.SZ,600436.SH,300454.SZ,002819.SZ,603976.SH,603416.SH,002830.SZ
20190724,688010.SH,300782.SZ,688028.SH,688018.SH,000661.SZ,688333.SH,603160.SH,603236.SH,300661.SZ,688015.SH,688016.SH,300785.SZ,688020.SH,688022.SH,688066.SH,688007.SH,688011.SH,688029.SH,002916.SZ,688033.SH,300770.SZ,688388.SH,300776.SZ,688019.SH,300783.SZ,300747.SZ,300788.SZ,300760.SZ,002952.SZ,300786.SZ,688003.SH,603297.SH,688006.SH,300751.SZ,300762.SZ,300191.SZ,688088.SH,688002.SH,688001.SH,603078.SH,300667.SZ,688122.SH,688005.SH,300769.SZ,300775.SZ,000049.SZ,603501.SH,300226.SZ,300474.SZ,300777.SZ
20190725,688019.SH,600519.SH,603236.SH,603983.SH,300785.SZ,688003.SH,002912.SZ,688020.SH,300751.SZ,688005.SH,300783.SZ,688033.SH,688022.SH,688011.SH,300226.SZ,002952.SZ,300786.SZ,300760.SZ,688016.SH,688006.SH,300747.SZ,688028.SH,688388.SH,688015.SH,603711.SH,300620.SZ,688001.SH,002049.SZ,688333.SH,300482.SZ,002956.SZ,000049.SZ,603986.SH,002916.SZ,688088.SH,300628.SZ,603501.SH,603605.SH,688002.SH,300619.SZ,600009.SH,688122.SH,000938.SZ,603317.SH,000858.SZ,688029.SH,603186.SH,002870.SZ,603327.SH,300709.SZ
20190726,300785.SZ,000661.SZ,002957.SZ,603160.SH,300783.SZ,300786.SZ,600763.SH,603939.SH,603687.SH,603983.SH,300618.SZ,300653.SZ,603079.SH,688066.SH,002892.SZ,603444.SH,300613.SZ,002912.SZ,600519.SH,300782.SZ,603589.SH,603727.SH,603823.SH,600486.SH,002868.SZ,603737.SH,300424.SZ,603259.SH,002859.SZ,603233.SH,002120.SZ,603586.SH,300585.SZ,601888.SH,002903.SZ,002032.SZ,002669.SZ,603648.SH,300776.SZ,300760.SZ,300508.SZ,300523.SZ,600436.SH,002947.SZ,000037.SZ,603859.SH,300736.SZ,002568.SZ,300347.SZ,300357.SZ
20190729,688028.SH,600519.SH,300785.SZ,688333.SH,688016.SH,688011.SH,688020.SH,688088.SH,688066.SH,688022.SH,603444.SH,300573.SZ,688019.SH,688029.SH,603279.SH,688018.SH,300761.SZ,688010.SH,688033.SH,300786.SZ,688002.SH,688001.SH,688015.SH,688388.SH,688122.SH,300661.SZ,002714.SZ,688006.SH,002916.SZ,300751.SZ,603236.SH,688012.SH,688003.SH,300747.SZ,603983.SH,688007.SH,688005.SH,688008.SH,300775.SZ,002943.SZ,300417.SZ,300638.SZ,002729.SZ,000858.SZ,002234.SZ,300624.SZ,300700.SZ,300679.SZ,603595.SH,002897.SZ
20190730,688016.SH,300785.SZ,688022.SH,688019.SH,603444.SH,603613.SH,688029.SH,300786.SZ,300751.SZ,688020.SH,688066.SH,603983.SH,300601.SZ,688028.SH,300308.SZ,688007.SH,600519.SH,002957.SZ,603883.SH,300492.SZ,300014.SZ,603258.SH,603978.SH,603079.SH,688005.SH,002912.SZ,603279.SH,300684.SZ,300533.SZ,002920.SZ,300413.SZ,300731.SZ,300761.SZ,603189.SH,300585.SZ,688012.SH,688333.SH,603833.SH,002903.SZ,300657.SZ,002653.SZ,688003.SH,603222.SH,002311.SZ,601336.SH,603127.SH,300674.SZ,688011.SH,688122.SH,603039.SH
20190731,688028.SH,300785.SZ,300782.SZ,300751.SZ,300786.SZ,688333.SH,688012.SH,603160.SH,300573.SZ,603983.SH,688022.SH,688019.SH,300747.SZ,688388.SH,603233.SH,300661.SZ,603187.SH,603737.SH,688010.SH,002957.SZ,300436.SZ,002729.SZ,603613.SH,688008.SH,603279.SH,300417.SZ,688088.SH,688011.SH,300731.SZ,603220.SH,300585.SZ,002049.SZ,002927.SZ,000049.SZ,688018.SH,688001.SH,688122.SH,002913.SZ,002647.SZ,002916.SZ,688020.SH,002889.SZ,300618.SZ,002119.SZ,603883.SH,688003.SH,002410.SZ,688002.SH,603339.SH,603810.SH
20190801,688028.SH,688022.SH,300785.SZ,688333.SH,688001.SH,688019.SH,300786.SZ,688006.SH,688016.SH,688122.SH,688002.SH,688020.SH,688011.SH,603236.SH,603983.SH,688033.SH,688003.SH,688005.SH,300769.SZ,603501.SH,688388.SH,688010.SH,688088.SH,002957.SZ,688018.SH,603883.SH,688007.SH,688012.SH,688008.SH,688015.SH,603613.SH,002881.SZ,603279.SH,688029.SH,300570.SZ,300585.SZ,300684.SZ,300618.SZ,603187.SH,688066.SH,002466.SZ,300777.SZ,002903.SZ,603738.SH,300498.SZ,603110.SH,002943.SZ,300567.SZ,300576.SZ,300518.SZ
20190802,688028.SH,688002.SH,688020.SH,688010.SH,300786.SZ,688019.SH,688003.SH,603233.SH,688011.SH,300748.SZ,600763.SH,688012.SH,688008.SH,688018.SH,688022.SH,300751.SZ,603882.SH,000661.SZ,688033.SH,002966.SZ,688088.SH,688006.SH,300223.SZ,688005.SH,002957.SZ,688333.SH,688029.SH,688016.SH,688122.SH,603883.SH,600259.SH,603613.SH,002881.SZ,688007.SH,603279.SH,603327.SH,300776.SZ,688066.SH,688015.SH,300777.SZ,688388.SH,300526.SZ,300779.SZ,002876.SZ,000596.SZ,603258.SH,300174.SZ,300127.SZ,603687.SH,688009.SH
20190805,688011.SH,688020.SH,688003.SH,688088.SH,688005.SH,688388.SH,688066.SH,300748.SZ,002933.SZ,688006.SH,688028.SH,600547.SH,688012.SH,688033.SH,002957.SZ,300775.SZ,002869.SZ,688015.SH,688002.SH,300552.SZ,688007.SH,603613.SH,002881.SZ,603279.SH,603068.SH,688122.SH,603327.SH,600612.SH,603530.SH,688001.SH,688018.SH,688010.SH,603317.SH,300526.SZ,300585.SZ,688333.SH,603681.SH,002949.SZ,600536.SH,300761.SZ,603882.SH,688008.SH,300127.SZ,603687.SH,603256.SH,300777.SZ,300711.SZ,603806.SH,002915.SZ,002953.SZ
20190806,603662.SH,300751.SZ,300748.SZ,000858.SZ,600519.SH,002957.SZ,300781.SZ,002821.SZ,603882.SH,300679.SZ,603613.SH,603327.SH,300752.SZ,000661.SZ,300417.SZ,300526.SZ,603267.SH,300779.SZ,002304.SZ,300745.SZ,603658.SH,603681.SH,002949.SZ,002947.SZ,603236.SH,603317.SH,300127.SZ,603687.SH,603256.SH,300594.SZ,002903.SZ,300735.SZ,300761.SZ,603516.SH,002952.SZ,000568.SZ,603220.SH,300508.SZ,603127.SH,603338.SH,603345.SH,688333.SH,300598.SZ,300772.SZ,603279.SH,000860.SZ,300788.SZ,300552.SZ,002966.SZ,300719.SZ
20190807,688018.SH,688001.SH,688028.SH,000661.SZ,300748.SZ,688006.SH,603068.SH,603444.SH,300782.SZ,300618.SZ,688007.SH,603737.SH,603613.SH,300760.SZ,688033.SH,688022.SH,688388.SH,603662.SH,603127.SH,688005.SH,688002.SH,300745.SZ,600612.SH,002949.SZ,300601.SZ,603799.SH,300700.SZ,688122.SH,603228.SH,688020.SH,300661.SZ,300482.SZ,603687.SH,600259.SH,603666.SH,603939.SH,603288.SH,300357.SZ,600776.SH,300662.SZ,603208.SH,002718.SZ,600547.SH,600161.SH,603222.SH,300127.SZ,002422.SZ,603026.SH,300761.SZ,300073.SZ
20190808,688188.SH,688099.SH,600519.SH,300782.SZ,603236.SH,300661.SZ,000661.SZ,002916.SZ,300618.SZ,000596.SZ,300760.SZ,300761.SZ,603613.SH,002821.SZ,603160.SH,300653.SZ,300769.SZ,300552.SZ,601799.SH,600612.SH,603662.SH,300347.SZ,300516.SZ,300638.SZ,603866.SH,002869.SZ,603978.SH,300725.SZ,002949.SZ,300601.SZ,600132.SH,300570.SZ,300417.SZ,603605.SH,603068.SH,603228.SH,300615.SZ,300776.SZ,603259.SH,002796.SZ,300553.SZ,300122.SZ,600600.SH,600309.SH,688029.SH,600763.SH,600776.SH,603444.SH,002371.SZ,600009.SH
20190809,002960.SZ,603658.SH,688099.SH,300709.SZ,603115.SH,603666.SH,300747.SZ,688028.SH,603338.SH,000661.SZ,300776.SZ,603662.SH,300651.SZ,688066.SH,000049.SZ,002949.SZ,300663.SZ,300492.SZ,603711.SH,603737.SH,300529.SZ,300526.SZ,300770.SZ,603228.SH,002815.SZ,603516.SH,300748.SZ,600536.SH,300779.SZ,603920.SH,300689.SZ,002859.SZ,300340.SZ,300417.SZ,603517.SH,002866.SZ,603530.SH,300584.SZ,300573.SZ,000681.SZ,002881.SZ,002913.SZ,600529.SH,603883.SH,603963.SH,603936.SH,603982.SH,300600.SZ,000860.SZ,300659.SZ
20190812,688321.SH,600519.SH,300782.SZ,603160.SH,603236.SH,300661.SZ,002916.SZ,603068.SH,688028.SH,300751.SZ,688020.SH,603501.SH,000858.SZ,300776.SZ,300709.SZ,603444.SH,300613.SZ,603267.SH,300226.SZ,603662.SH,300769.SZ,300638.SZ,603978.SH,002869.SZ,002049.SZ,002912.SZ,300602.SZ,603882.SH,300752.SZ,603228.SH,300663.SZ,000938.SZ,603516.SH,600211.SH,300136.SZ,300657.SZ,300653.SZ,603096.SH,300679.SZ,002960.SZ,300570.SZ,300223.SZ,688088.SH,603259.SH,300526.SZ,300308.SZ,300726.SZ,000568.SZ,600745.SH,300684.SZ
20190813,688028.SH,688010.SH,603444.SH,688019.SH,300782.SZ,603127.SH,600612.SH,603662.SH,688333.SH,688011.SH,600547.SH,688015.SH,688006.SH,688001.SH,688022.SH,603068.SH,300526.SZ,000049.SZ,688388.SH,002960.SZ,002915.SZ,300550.SZ,603160.SH,603737.SH,688033.SH,688122.SH,603681.SH,300679.SZ,300566.SZ,300454.SZ,600315.SH,300760.SZ,002821.SZ,002751.SZ,688002.SH,603707.SH,688005.SH,603379.SH,688066.SH,603187.SH,603602.SH,300725.SZ,002869.SZ,603617.SH,300462.SZ,688007.SH,603871.SH,300417.SZ,603115.SH,603920.SH
20190814,600519.SH,688321.SH,603444.SH,000661.SZ,688188.SH,603605.SH,603833.SH,300618.SZ,603986.SH,603662.SH,000568.SZ,300630.SZ,300759.SZ,000858.SZ,002912.SZ,002955.SZ,300526.SZ,300436.SZ,300573.SZ,688019.SH,300294.SZ,688333.SH,603429.SH,002960.SZ,603583.SH,300624.SZ,300725.SZ,300516.SZ,300601.SZ,300347.SZ,000596.SZ,603983.SH,300659.SZ,603039.SH,600763.SH,002751.SZ,300760.SZ,688122.SH,603939.SH,688022.SH,002821.SZ,688033.SH,300122.SZ,688016.SH,601888.SH,300702.SZ,300612.SZ,002568.SZ,603629.SH,603115.SH
20190815,300787.SZ,603068.SH,603444.SH,688010.SH,300573.SZ,300454.SZ,300709.SZ,300776.SZ,603236.SH,600536.SH,688333.SH,002869.SZ,688088.SH,300526.SZ,688066.SH,600211.SH,002960.SZ,002892.SZ,002938.SZ,688015.SH,002881.SZ,002729.SZ,300782.SZ,002913.SZ,603983.SH,603160.SH,300436.SZ,300684.SZ,300751.SZ,300616.SZ,603583.SH,002049.SZ,688022.SH,300661.SZ,688321.SH,002751.SZ,688122.SH,300136.SZ,603896.SH,600150.SH,603032.SH,300602.SZ,600588.SH,603429.SH,000710.SZ,300653.SZ,603501.SH,603256.SH,300585.SZ,603115.SH
20190816,300782.SZ,600519.SH,603986.SH,300748.SZ,603288.SH,600600.SH,603658.SH,300787.SZ,002892.SZ,300659.SZ,002881.SZ,603259.SH,300616.SZ,300609.SZ,002234.SZ,601888.SH,600536.SH,688388.SH,300657.SZ,300725.SZ,600132.SH,600009.SH,002714.SZ,300761.SZ,002821.SZ,603267.SH,603833.SH,300673.SZ,300014.SZ,603327.SH,300777.SZ,002180.SZ,603115.SH,300604.SZ,002800.SZ,300482.SZ,300731.SZ,300127.SZ,688029.SH,300397.SZ,002886.SZ,603530.SH,002194.SZ,603197.SH,603133.SH,603086.SH,002008.SZ,000568.SZ,603160.SH,002458.SZ
20190819,603444.SH,603160.SH,300751.SZ,300661.SZ,300782.SZ,002912.SZ,002916.SZ,300033.SZ,603501.SH,603383.SH,603833.SH,688018.SH,300638.SZ,603883.SH,300769.SZ,300628.SZ,300529.SZ,300770.SZ,600570.SH,688029.SH,603986.SH,300454.SZ,300787.SZ,300747.SZ,688007.SH,000596.SZ,300226.SZ,603228.SH,002881.SZ,300778.SZ,603605.SH,300666.SZ,300616.SZ,300676.SZ,300776.SZ,300526.SZ,300773.SZ,300609.SZ,002957.SZ,300624.SZ,603236.SH,300572.SZ,300613.SZ,300750.SZ,600276.SH,300558.SZ,300760.SZ,002751.SZ,300567.SZ,603019.SH
20190820,600519.SH,300785.SZ,300782.SZ,300787.SZ,603501.SH,300778.SZ,688028.SH,300781.SZ,603882.SH,000596.SZ,300417.SZ,300571.SZ,300223.SZ,300700.SZ,300573.SZ,002889.SZ,603259.SH,603186.SH,300731.SZ,000860.SZ,603530.SH,002886.SZ,600647.SH,002952.SZ,300595.SZ,300238.SZ,002201.SZ,603629.SH,300556.SZ,002903.SZ,000513.SZ,002858.SZ,300769.SZ,300492.SZ,300745.SZ,000858.SZ,300550.SZ,600547.SH,300613.SZ,603986.SH,300747.SZ,002735.SZ,603583.SH,603976.SH,300530.SZ,300786.SZ,688099.SH,600371.SH,603156.SH,603687.SH
20190821,300782.SZ,603160.SH,300751.SZ,603986.SH,300661.SZ,603444.SH,300787.SZ,002916.SZ,603806.SH,300602.SZ,688028.SH,603508.SH,300709.SZ,603096.SH,300776.SZ,002859.SZ,300657.SZ,300613.SZ,601012.SH,002886.SZ,600745.SH,300735.SZ,002201.SZ,600848.SH,300775.SZ,300474.SZ,000661.SZ,603659.SH,000651.SZ,600183.SH,300686.SZ,300593.SZ,002881.SZ,002815.SZ,300628.SZ,300777.SZ,002947.SZ,603501.SH,300763.SZ,603666.SH,600438.SH,300778.SZ,300724.SZ,300492.SZ,603816.SH,002915.SZ,300674.SZ,601330.SH,002664.SZ,002902.SZ
20190822,600519.SH,300787.SZ,300417.SZ,603939.SH,600436.SH,601888.SH,000028.SZ,603180.SH,688012.SH,300762.SZ,002751.SZ,000858.SZ,000568.SZ,600511.SH,000049.SZ,300702.SZ,300722.SZ,002201.SZ,688029.SH,002927.SZ,002371.SZ,000025.SZ,002304.SZ,300684.SZ,002837.SZ,300489.SZ,002410.SZ,603327.SH,300468.SZ,603986.SH,603288.SH,603936.SH,300675.SZ,300470.SZ,300760.SZ,603566.SH,600809.SH,000860.SZ,002796.SZ,300761.SZ,002157.SZ,300755.SZ,603833.SH,603218.SH,603520.SH,600332.SH,600009.SH,002830.SZ,002905.SZ,300085.SZ
20190823,600519.SH,000661.SZ,002959.SZ,300454.SZ,300787.SZ,300725.SZ,300748.SZ,300760.SZ,603658.SH,002821.SZ,603259.SH,600276.SH,600763.SH,603883.SH,603983.SH,300638.SZ,300616.SZ,603444.SH,002751.SZ,300709.SZ,300702.SZ,600872.SH,300347.SZ,300756.SZ,002201.SZ,601799.SH,603811.SH,300601.SZ,603986.SH,603288.SH,300122.SZ,300783.SZ,603129.SH,601318.SH,002032.SZ,002901.SZ,002864.SZ,002120.SZ,002773.SZ,603133.SH,300541.SZ,002912.SZ,300779.SZ,600009.SH,603043.SH,603515.SH,300014.SZ,300540.SZ,600741.SH,002475.SZ
